,day,hour,relative_time,dns_name
152,3.0,14.0,3749.356046,edge-mqtt.facebook.com
154,3.0,15.0,3962.273223,cmdts.ksmobile.com
156,3.0,15.0,4431.093401,android.clients.google.com
158,3.0,15.0,5120.021253,api.dropbox.com
160,3.0,15.0,5120.270355,api.dropbox.com
162,3.0,15.0,5120.351165,api.dropbox.com
164,3.0,15.0,5147.18495,settings.crashlytics.com
166,3.0,15.0,5304.319754,settings.crashlytics.com
168,3.0,15.0,5386.778278,graph.facebook.com
170,3.0,15.0,5388.758331,fbcdn-profile-a.akamaihd.net
172,3.0,15.0,5392.911636,settings.crashlytics.com
174,3.0,15.0,5558.179771,e1.whatsapp.net
176,3.0,15.0,5558.634998,settings.crashlytics.com
178,3.0,15.0,5559.671555,track.appsflyer.com
180,3.0,15.0,5561.380855,api.appsflyer.com
182,3.0,15.0,5566.611376,graph.facebook.com
184,3.0,15.0,5630.840118,track.appsflyer.com
186,3.0,15.0,5632.420411,api.appsflyer.com
188,3.0,15.0,5716.157761,settings.crashlytics.com
190,3.0,15.0,5737.052635,track.appsflyer.com
192,3.0,15.0,5987.625718,track.appsflyer.com
194,3.0,15.0,5989.013323,api.appsflyer.com
196,3.0,15.0,5996.424476,api.facebook.com
198,3.0,15.0,6048.282079,api.facebook.com
200,3.0,15.0,6102.145605,2.android.pool.ntp.org
202,3.0,15.0,6105.881933,e13.whatsapp.net
204,3.0,15.0,6145.563772,track.appsflyer.com
206,3.0,15.0,6146.921654,api.appsflyer.com
208,3.0,15.0,6168.825149,api.dropbox.com
210,3.0,15.0,6168.970128,api.dropbox.com
212,3.0,15.0,6261.688063,track.appsflyer.com
214,3.0,15.0,6329.774322,track.appsflyer.com
216,3.0,15.0,6331.066961,api.appsflyer.com
218,3.0,15.0,6423.878412,track.appsflyer.com
220,3.0,15.0,6425.430842,api.appsflyer.com
222,3.0,15.0,6434.828986,api.facebook.com
224,3.0,15.0,6527.859023,graph.facebook.com
226,3.0,15.0,6675.656877,settings.crashlytics.com
228,3.0,15.0,6677.941174,track.appsflyer.com
230,3.0,15.0,6686.664574,api.facebook.com
232,3.0,15.0,6846.29995,www.googleapis.com
234,3.0,15.0,6861.716169,api.dropbox.com
236,3.0,15.0,6871.539519,2.android.pool.ntp.org
238,3.0,15.0,6874.84817,e16.whatsapp.net
240,3.0,15.0,6921.484693,settings.crashlytics.com
242,3.0,15.0,6924.430044,track.appsflyer.com
244,3.0,15.0,6925.792585,api.appsflyer.com
246,3.0,15.0,6941.134299,api.dropbox.com
248,3.0,15.0,7039.076224,settings.crashlytics.com
250,3.0,15.0,7040.071181,track.appsflyer.com
252,3.0,15.0,7041.362491,api.appsflyer.com
254,3.0,15.0,7163.020042,settings.crashlytics.com
256,3.0,15.0,7164.223909,graph.facebook.com
258,3.0,15.0,7166.355763,track.appsflyer.com
260,3.0,15.0,7167.821215,api.appsflyer.com
262,3.0,15.0,7262.459666,settings.crashlytics.com
264,3.0,15.0,7265.778639,track.appsflyer.com
266,3.0,15.0,7267.14155,api.appsflyer.com
268,3.0,15.0,7282.885335,api.facebook.com
270,3.0,15.0,7282.96555,graph.facebook.com
272,3.0,15.0,7480.843084,settings.crashlytics.com
274,3.0,15.0,7494.974041,track.appsflyer.com
276,3.0,15.0,7496.033165,api.appsflyer.com
278,3.0,15.0,7500.73234,graph.facebook.com
280,3.0,15.0,7502.503192,api.facebook.com
282,3.0,15.0,7537.509036,up.cm.ksmobile.com
284,3.0,16.0,7626.566645,settings.crashlytics.com
286,3.0,16.0,7831.549392,settings.crashlytics.com
288,3.0,16.0,7832.375515,track.appsflyer.com
290,3.0,16.0,7833.421411,graph.facebook.com
292,3.0,16.0,7835.005849,api.appsflyer.com
294,3.0,16.0,7847.345916,api.facebook.com
296,3.0,16.0,7892.169394,settings.crashlytics.com
298,3.0,16.0,7892.220215,track.appsflyer.com
300,3.0,16.0,7914.780767,edge-mqtt.facebook.com
302,3.0,16.0,7914.780992,edge-mqtt.facebook.com
304,3.0,16.0,7916.289085,12.152.220.66.in-addr.arpa
306,3.0,16.0,7916.369206,12.152.220.66.in-addr.arpa
308,3.0,16.0,9140.548716,graph.facebook.com
310,3.0,16.0,9153.255801,m.facebook.com
312,3.0,16.0,9157.905539,fbstatic-a.akamaihd.net
314,3.0,16.0,9158.059935,urlauth.ksmobile.net
316,3.0,16.0,9164.445083,scontent.xx.fbcdn.net
318,3.0,16.0,9164.897008,edge-chat.facebook.com
320,3.0,16.0,9168.467036,fbcdn-profile-a.akamaihd.net
322,3.0,16.0,9179.938378,settings.crashlytics.com
324,3.0,16.0,9212.794563,fbstatic-a.akamaihd.net
326,3.0,16.0,9214.454306,fbcdn-photos-h-a.akamaihd.net
328,3.0,16.0,9214.463554,fbcdn-photos-b-a.akamaihd.net
330,3.0,16.0,9214.534536,fbcdn-photos-g-a.akamaihd.net
332,3.0,16.0,9214.53467,fbexternal-a.akamaihd.net
334,3.0,16.0,9214.544979,fbcdn-photos-g-a.akamaihd.net
336,3.0,16.0,9214.59348,fbcdn-photos-e-a.akamaihd.net
338,3.0,16.0,9214.612838,fbcdn-photos-h-a.akamaihd.net
340,3.0,16.0,9225.199712,m.facebook.com
342,3.0,16.0,9230.54546,api.dropbox.com
344,3.0,16.0,9230.62901,api.dropbox.com
346,3.0,16.0,9230.712781,api.dropbox.com
348,3.0,16.0,9287.46417,m.facebook.com
350,3.0,16.0,9299.305238,fbstatic-a.akamaihd.net
352,3.0,16.0,9333.189041,scontent.xx.fbcdn.net
354,3.0,16.0,9333.189187,fbcdn-photos-d-a.akamaihd.net
356,3.0,16.0,9333.189331,fbcdn-profile-a.akamaihd.net
358,3.0,16.0,9333.206273,fbcdn-creative-a.akamaihd.net
360,3.0,16.0,9337.111076,settings.crashlytics.com
362,3.0,16.0,9341.383078,api.gotinder.com
364,3.0,16.0,9341.388625,api.gotinder.com
366,3.0,16.0,9341.388909,api.gotinder.com
368,3.0,16.0,9341.46927,api.gotinder.com
370,3.0,16.0,9345.694501,clients4.google.com
372,3.0,16.0,9346.573387,api.mixpanel.com
374,3.0,16.0,9347.525006,android.clients.google.com
376,3.0,16.0,9349.057081,www.google.co.il
378,3.0,16.0,9352.725621,e.crashlytics.com
380,3.0,16.0,9353.746483,2.android.pool.ntp.org
382,3.0,16.0,9354.205749,graph.facebook.com
384,3.0,16.0,9354.447393,graph.facebook.com
386,3.0,16.0,9355.249235,b-graph.facebook.com
388,3.0,16.0,9357.477472,supl.google.com
390,3.0,16.0,9357.628528,BCMLS2.glpals.com
392,3.0,16.0,9358.814473,e7.whatsapp.net
394,3.0,16.0,9359.309028,gllto.glpals.com
396,3.0,16.0,9363.357198,m.facebook.com
398,3.0,16.0,9370.629338,etl.tindersparks.com
400,3.0,16.0,9375.279424,android.clients.google.com
402,3.0,16.0,9379.733099,images.gotinder.com
404,3.0,16.0,9379.752473,images.gotinder.com
406,3.0,16.0,9383.818352,moments-photos.gotinder.com
408,3.0,16.0,9388.61905,moments-photos.gotinder.com
410,3.0,16.0,9392.271754,settings.crashlytics.com
412,3.0,16.0,9396.777819,images.gotinder.com
414,3.0,16.0,9416.448475,api.gotinder.com
416,3.0,16.0,9419.289231,graph.facebook.com
418,3.0,16.0,9419.309021,graph.facebook.com
420,3.0,16.0,9419.385909,api.dropbox.com
422,3.0,16.0,9419.386051,api.dropbox.com
424,3.0,16.0,9419.386277,api.gotinder.com
426,3.0,16.0,9419.402347,api.dropbox.com
428,3.0,16.0,9419.849189,weather.ios.ijinshan.com
430,3.0,16.0,9419.849511,graph.facebook.com
432,3.0,16.0,9419.849852,graph.facebook.com
434,3.0,16.0,9420.017453,api.dropbox.com
436,3.0,16.0,9420.017578,api.dropbox.com
438,3.0,16.0,9420.018027,api.dropbox.com
440,3.0,16.0,9420.378526,api.gotinder.com
442,3.0,16.0,9420.713093,graph.facebook.com
444,3.0,16.0,9420.792913,api.dropbox.com
446,3.0,16.0,9424.232504,fbcdn-profile-a.akamaihd.net
448,3.0,16.0,9449.562909,etl.tindersparks.com
450,3.0,16.0,9452.794759,etl.tindersparks.com
452,3.0,16.0,9454.472342,moments-photos.gotinder.com
454,3.0,16.0,9455.83401,etl.tindersparks.com
456,3.0,16.0,9456.586133,moments-photos.gotinder.com
458,3.0,16.0,9456.980539,etl.tindersparks.com
460,3.0,16.0,9457.060975,etl.tindersparks.com
462,3.0,16.0,9457.301447,moments-photos.gotinder.com
464,3.0,16.0,9502.527963,api.gotinder.com
466,3.0,16.0,9502.679359,api.gotinder.com
468,3.0,16.0,9502.679635,api.gotinder.com
470,3.0,16.0,9502.679697,images.gotinder.com
472,3.0,16.0,9502.679861,api.gotinder.com
474,3.0,16.0,9502.852528,api.gotinder.com
476,3.0,16.0,9502.852799,api.gotinder.com
478,3.0,16.0,9503.296566,api.gotinder.com
480,3.0,16.0,9503.702375,api.gotinder.com
482,3.0,16.0,9504.26874,images.gotinder.com
484,3.0,16.0,9504.389923,api.gotinder.com
486,3.0,16.0,9504.469013,api.gotinder.com
488,3.0,16.0,9504.549801,images.gotinder.com
490,3.0,16.0,9517.525629,m.facebook.com
492,3.0,16.0,9517.638233,www.facebook.com
494,3.0,16.0,9522.14455,fbstatic-a.akamaihd.net
496,3.0,16.0,9522.369989,urlauth.ksmobile.net
498,3.0,16.0,9531.289288,fbcdn-profile-a.akamaihd.net
500,3.0,16.0,9531.370437,fbexternal-a.akamaihd.net
502,3.0,16.0,9531.753948,2.android.pool.ntp.org
504,3.0,16.0,9532.076831,graph.facebook.com
506,3.0,16.0,9545.077395,e16.whatsapp.net
508,3.0,16.0,9547.414998,android.clients.google.com
510,3.0,16.0,9550.613498,e16.whatsapp.net
512,3.0,16.0,9550.613712,e16.whatsapp.net
514,3.0,16.0,9550.755781,android.clients.google.com
516,3.0,16.0,9550.856751,scontent.xx.fbcdn.net
518,3.0,16.0,9550.856946,edge-chat.facebook.com
520,3.0,16.0,9550.857084,e16.whatsapp.net
522,3.0,16.0,9551.369417,android.clients.google.com
524,3.0,16.0,9551.523121,edge-chat.facebook.com
526,3.0,16.0,9551.523427,scontent.xx.fbcdn.net
528,3.0,16.0,9551.523694,android.clients.google.com
530,3.0,16.0,9551.54984,e16.whatsapp.net
532,3.0,16.0,9551.763262,android.clients.google.com
534,3.0,16.0,9551.843479,e16.whatsapp.net
536,3.0,16.0,9552.620742,edge-chat.facebook.com
538,3.0,16.0,9552.974146,e16.whatsapp.net
540,3.0,16.0,9561.15301,fbcdn-sphotos-d-a.akamaihd.net
542,3.0,16.0,9574.04413,api.dropbox.com
544,3.0,16.0,9574.057735,api.dropbox.com
546,3.0,16.0,9574.20532,api.dropbox.com
548,3.0,16.0,9577.828475,api.dropbox.com
550,3.0,16.0,9577.828834,api.dropbox.com
552,3.0,16.0,9577.908983,api.dropbox.com
554,3.0,16.0,9585.733699,api.dropbox.com
556,3.0,16.0,9585.894622,api.dropbox.com
558,3.0,16.0,9588.301128,m.facebook.com
560,3.0,16.0,9588.301594,api.facebook.com
562,3.0,16.0,9603.880171,api.facebook.com
564,3.0,16.0,9604.947021,api.facebook.com
566,3.0,16.0,9615.920251,edge-chat.facebook.com
568,3.0,16.0,9640.515198,fbstatic-a.akamaihd.net
570,3.0,16.0,9642.090909,fbcdn-profile-a.akamaihd.net
572,3.0,16.0,9642.091093,fbcdn-photos-f-a.akamaihd.net
574,3.0,16.0,9642.09126,scontent.xx.fbcdn.net
576,3.0,16.0,9642.099081,fbcdn-photos-g-a.akamaihd.net
578,3.0,16.0,9668.161257,m.facebook.com
580,3.0,16.0,9699.677813,2.android.pool.ntp.org
582,3.0,16.0,9702.552868,e8.whatsapp.net
584,3.0,16.0,9738.138575,m.facebook.com
586,3.0,16.0,9757.11748,fbcdn-profile-a.akamaihd.net
588,3.0,16.0,9757.316487,fbstatic-a.akamaihd.net
590,3.0,16.0,9770.424566,api.dropbox.com
592,3.0,16.0,9789.93843,edge-mqtt.facebook.com
594,3.0,16.0,9791.679872,prod-incoming.gryphonet.com
596,3.0,16.0,9791.876406,2.110.252.173.in-addr.arpa
598,3.0,16.0,9792.548461,68b9856f.api.splkmobile.com
600,3.0,16.0,9792.760682,68b9856f.api.splkmobile.com
602,3.0,16.0,9792.840925,www.ynet.co.il
604,3.0,16.0,9792.848246,www.ynet.co.il
606,3.0,16.0,9792.922311,www.ynet.co.il
608,3.0,16.0,9792.92246,api.appsee.com
610,3.0,16.0,9792.922592,www.ynet.co.il
612,3.0,16.0,9792.924636,130.231.215.54.in-addr.arpa
614,3.0,16.0,9793.002715,130.231.215.54.in-addr.arpa
616,3.0,16.0,9793.365427,120.106.112.50.in-addr.arpa
618,3.0,16.0,9811.612031,weather.ynet.co.il
620,3.0,16.0,9812.448253,images1.ynet.co.il
622,3.0,16.0,9812.453042,images1.ynet.co.il
624,3.0,16.0,9812.528217,images1.ynet.co.il
626,3.0,16.0,9812.528558,images1.ynet.co.il
628,3.0,16.0,9814.071712,googleads.g.doubleclick.net
630,3.0,16.0,9814.072747,googleads.g.doubleclick.net
632,3.0,16.0,9814.395888,pubads.g.doubleclick.net
634,3.0,16.0,9818.016663,frwrd.me
636,3.0,16.0,9818.556656,pagead2.googlesyndication.com
638,3.0,16.0,9818.636546,rep.erate.co.il
640,3.0,16.0,9822.838724,media.erate.co.il
642,3.0,16.0,9824.076965,csi.gstatic.com
644,3.0,16.0,9842.430846,maps.googleapis.com
646,3.0,16.0,9848.827521,weather.ynet.co.il
648,3.0,16.0,9848.988607,www.google.com
650,3.0,16.0,9861.692597,images1.ynet.co.il
652,3.0,16.0,9861.772521,images1.ynet.co.il
654,3.0,16.0,9873.270789,mediadownload.ynet.co.il
656,3.0,16.0,9889.866972,images1.ynet.co.il
658,3.0,16.0,9890.025683,images1.ynet.co.il
660,3.0,16.0,9890.025946,images1.ynet.co.il
662,3.0,16.0,9890.026051,images1.ynet.co.il
664,3.0,16.0,9891.8567,googleads.g.doubleclick.net
666,3.0,16.0,9909.595089,68b9856f.api.splkmobile.com
668,3.0,16.0,9909.595237,www.ynet.co.il
670,3.0,16.0,9909.597268,www.ynet.co.il
672,3.0,16.0,9909.622564,68b9856f.api.splkmobile.com
674,3.0,16.0,9909.680491,odb.outbrain.com
676,3.0,16.0,9910.378367,119.152.241.54.in-addr.arpa
678,3.0,16.0,9910.378892,images1.ynet.co.il
680,3.0,16.0,9910.413631,43.185.31.50.in-addr.arpa
682,3.0,16.0,9910.413777,media.admob.com
684,3.0,16.0,9910.414028,119.152.241.54.in-addr.arpa
686,3.0,16.0,9910.41664,media.admob.com
688,3.0,16.0,9910.972449,podium.augmentad.net
690,3.0,16.0,9913.433373,images.outbrain.com
692,3.0,16.0,9913.440025,images.outbrain.com
694,3.0,16.0,9913.478269,images.outbrain.com
696,3.0,16.0,9913.478658,images.outbrain.com
698,3.0,16.0,9914.405165,prod-incoming.gryphonet.com
700,3.0,16.0,9918.199458,ssl.google-analytics.com
702,3.0,16.0,9928.355565,s0.2mdn.net
704,3.0,16.0,9928.435567,search.ynet.co.il
706,3.0,16.0,9930.086785,pubads.g.doubleclick.net
708,3.0,16.0,9931.606212,ynethd-i.akamaihd.net
710,3.0,16.0,9976.768797,api.dropbox.com
712,3.0,16.0,9977.227025,api.dropbox.com
714,3.0,16.0,9977.626719,api.dropbox.com
716,3.0,16.0,9982.747376,api.dropbox.com
718,3.0,16.0,9982.909224,api.dropbox.com
720,3.0,16.0,9983.116624,api.dropbox.com
722,3.0,16.0,9984.973027,api.dropbox.com
724,3.0,16.0,9985.0809,api.dropbox.com
726,3.0,16.0,9985.745267,2.android.pool.ntp.org
728,3.0,16.0,9990.157446,e3.whatsapp.net
730,3.0,16.0,9996.130058,ynethd-i.akamaihd.net
732,3.0,16.0,10000.207523,pubads.g.doubleclick.net
734,3.0,16.0,10007.487868,graph.facebook.com
736,3.0,16.0,10011.140366,supl.google.com
738,3.0,16.0,10011.209858,BCMLS2.glpals.com
740,3.0,16.0,10088.798035,api.dropbox.com
742,3.0,16.0,10088.798232,api.dropbox.com
744,3.0,16.0,10088.798359,api.dropbox.com
746,3.0,16.0,10088.811123,api.dropbox.com
748,3.0,16.0,10088.811191,api.dropbox.com
750,3.0,16.0,10088.811279,api.dropbox.com
752,3.0,16.0,10089.414344,api.dropbox.com
754,3.0,16.0,10089.414618,api.dropbox.com
756,3.0,16.0,10089.658718,api.dropbox.com
758,3.0,16.0,10090.367159,api.dropbox.com
760,3.0,16.0,10090.71623,api.dropbox.com
762,3.0,16.0,10090.71635,api.dropbox.com
764,3.0,16.0,10106.048688,2.android.pool.ntp.org
766,3.0,16.0,10108.378889,e2.whatsapp.net
768,3.0,16.0,10121.511281,gllto.glpals.com
770,3.0,16.0,10147.948292,api.dropbox.com
772,3.0,16.0,10159.393959,settings.crashlytics.com
774,3.0,16.0,10190.282939,appinfocdn.ksmobile.net
776,3.0,16.0,10308.789543,settings.crashlytics.com
778,3.0,16.0,10309.340392,track.appsflyer.com
780,3.0,16.0,10310.937852,api.appsflyer.com
782,3.0,16.0,10311.236104,graph.facebook.com
784,3.0,16.0,10334.67503,api.facebook.com
786,3.0,16.0,10345.212369,2.android.pool.ntp.org
788,3.0,16.0,10348.753319,e11.whatsapp.net
790,3.0,16.0,10374.327008,api.dropbox.com
792,3.0,16.0,10374.351758,api.dropbox.com
794,3.0,16.0,10374.351838,api.dropbox.com
796,3.0,16.0,10447.744782,www.googleapis.com
798,3.0,16.0,10450.128059,e13.whatsapp.net
800,3.0,16.0,10464.683788,api.dropbox.com
802,3.0,16.0,10464.763586,api.dropbox.com
804,3.0,16.0,10472.430825,api.dropbox.com
806,3.0,16.0,10475.247121,api.dropbox.com
808,3.0,16.0,10475.247449,api.dropbox.com
810,3.0,16.0,10479.696181,api.dropbox.com
812,3.0,16.0,10530.823319,api.dropbox.com
814,3.0,16.0,10568.465491,settings.crashlytics.com
816,3.0,16.0,10569.376899,track.appsflyer.com
818,3.0,16.0,10570.796768,api.appsflyer.com
820,3.0,16.0,10573.148646,graph.facebook.com
822,3.0,16.0,10594.965036,maps.googleapis.com
824,3.0,16.0,10602.281226,appinfocdn.ksmobile.net
826,3.0,16.0,10623.079908,www.facebook.com
828,3.0,16.0,10626.175643,m.facebook.com
830,3.0,16.0,10628.504537,fbstatic-a.akamaihd.net
832,3.0,16.0,10628.936774,urlauth.ksmobile.net
834,3.0,16.0,10631.224649,fbcdn-creative-a.akamaihd.net
836,3.0,16.0,10631.225226,fbcdn-profile-a.akamaihd.net
838,3.0,16.0,10632.055996,edge-chat.facebook.com
840,3.0,16.0,10642.552475,fbcdn-sphotos-d-a.akamaihd.net
842,3.0,16.0,10648.541482,scontent.xx.fbcdn.net
844,3.0,16.0,10648.541859,scontent.xx.fbcdn.net
846,3.0,16.0,10655.020433,fbstatic-a.akamaihd.net
848,3.0,16.0,10655.051296,fbcdn-photos-g-a.akamaihd.net
850,3.0,16.0,10655.051438,fbcdn-photos-c-a.akamaihd.net
852,3.0,16.0,10655.051841,fbcdn-sphotos-g-a.akamaihd.net
854,3.0,16.0,10655.061155,fbcdn-photos-c-a.akamaihd.net
856,3.0,16.0,10662.558994,2.android.pool.ntp.org
858,3.0,16.0,10664.250781,e14.whatsapp.net
860,3.0,16.0,10674.113188,api.dropbox.com
862,3.0,16.0,10674.113383,api.dropbox.com
864,3.0,16.0,10674.138423,api.dropbox.com
866,3.0,16.0,10690.231634,m.facebook.com
868,3.0,16.0,10705.173722,edge-mqtt.facebook.com
870,3.0,16.0,10706.700921,2.100.252.173.in-addr.arpa
872,3.0,16.0,10735.748579,fbcdn-photos-g-a.akamaihd.net
874,3.0,16.0,10753.36018,m.facebook.com
876,3.0,16.0,10755.296461,scontent.xx.fbcdn.net
878,3.0,16.0,10755.376369,fbexternal-a.akamaihd.net
880,3.0,16.0,10771.658353,fbcdn-photos-e-a.akamaihd.net
882,3.0,16.0,10790.709118,2.android.pool.ntp.org
884,3.0,16.0,10792.648283,fbcdn-photos-b-a.akamaihd.net
886,3.0,16.0,10800.881261,fbcdn-sphotos-d-a.akamaihd.net
888,3.0,16.0,10807.029265,fbcdn-sphotos-b-a.akamaihd.net
890,3.0,16.0,10811.022464,api.dropbox.com
892,3.0,16.0,10811.140463,api.dropbox.com
894,3.0,16.0,10811.38117,api.dropbox.com
896,3.0,16.0,10815.217778,m.facebook.com
898,3.0,16.0,10831.136242,fbcdn-photos-c-a.akamaihd.net
900,3.0,16.0,10831.136408,scontent.xx.fbcdn.net
902,3.0,16.0,10831.138795,fbcdn-photos-f-a.akamaihd.net
904,3.0,16.0,10853.638342,edge-mqtt.facebook.com
906,3.0,16.0,10855.026925,3.112.252.173.in-addr.arpa
908,3.0,16.0,10870.885235,fbcdn-photos-h-a.akamaihd.net
910,3.0,16.0,10870.897716,fbexternal-a.akamaihd.net
912,3.0,16.0,10871.816277,fbstatic-a.akamaihd.net
914,3.0,16.0,10877.208488,m.facebook.com
916,3.0,16.0,10891.579298,api.dropbox.com
918,3.0,16.0,10891.871915,api.dropbox.com
920,3.0,16.0,10891.952306,api.dropbox.com
922,3.0,16.0,10906.592736,fbcdn-sphotos-b-a.akamaihd.net
924,3.0,16.0,10906.595592,fbcdn-photos-f-a.akamaihd.net
926,3.0,16.0,10920.764045,fbcdn-photos-g-a.akamaihd.net
928,3.0,16.0,10920.772408,fbcdn-photos-d-a.akamaihd.net
930,3.0,16.0,10920.774901,fbcdn-photos-c-a.akamaihd.net
932,3.0,16.0,10920.855268,fbcdn-photos-e-a.akamaihd.net
934,3.0,16.0,10920.857216,fbcdn-photos-b-a.akamaihd.net
936,3.0,16.0,10939.321761,m.facebook.com
938,3.0,16.0,10961.853126,fbexternal-a.akamaihd.net
940,3.0,16.0,10984.575926,fbcdn-photos-e-a.akamaihd.net
942,3.0,16.0,10984.578121,fbcdn-photos-f-a.akamaihd.net
944,3.0,16.0,10993.023467,2.android.pool.ntp.org
946,3.0,16.0,10995.262499,e9.whatsapp.net
948,3.0,16.0,10998.541142,scontent.xx.fbcdn.net
950,3.0,16.0,10998.620889,fbcdn-photos-a-a.akamaihd.net
952,3.0,16.0,10998.621117,fbcdn-photos-d-a.akamaihd.net
954,3.0,16.0,10998.642399,fbcdn-photos-d-a.akamaihd.net
956,3.0,16.0,11001.496722,m.facebook.com
958,3.0,16.0,11008.202885,edge-mqtt.facebook.com
960,3.0,16.0,11033.951845,api.dropbox.com
962,3.0,16.0,11067.262048,m.facebook.com
964,3.0,16.0,11082.252403,fbexternal-a.akamaihd.net
966,3.0,16.0,11082.252636,scontent.xx.fbcdn.net
968,3.0,16.0,11082.254776,fbcdn-photos-d-a.akamaihd.net
970,3.0,16.0,11082.273772,scontent.xx.fbcdn.net
972,3.0,16.0,11096.243208,fbcdn-sphotos-b-a.akamaihd.net
974,3.0,16.0,11096.245438,fbcdn-photos-h-a.akamaihd.net
976,3.0,16.0,11115.989294,fbcdn-photos-b-a.akamaihd.net
978,3.0,16.0,11128.78059,fbcdn-photos-a-a.akamaihd.net
980,3.0,16.0,11128.7835,fbcdn-photos-a-a.akamaihd.net
982,3.0,18.0,15462.433081,edge-mqtt.facebook.com
984,3.0,18.0,15637.023093,play.googleapis.com
986,3.0,18.0,15653.048172,mtalk.google.com
988,3.0,18.0,15792.157105,api.dropbox.com
990,3.0,18.0,15792.205827,api.dropbox.com
992,3.0,18.0,15792.227246,api.dropbox.com
994,3.0,18.0,15860.644718,samsungvuiasr.vlingo.com
996,3.0,18.0,16263.431474,elb-p-dms-dls-ew1-1486943014.eu-west-1.elb.amazonaws.com
998,3.0,18.0,16627.255029,supl.google.com
1000,3.0,18.0,16627.257513,supl.google.com
1002,3.0,18.0,16627.439803,graph.facebook.com
