,day,hour,relative_time,dns_name
153,3.0,15.0,3962.259699,cmdts.ksmobile.com
155,3.0,15.0,4431.093005,android.clients.google.com
157,3.0,15.0,5120.008513,api.dropbox.com
159,3.0,15.0,5120.270064,api.dropbox.com
161,3.0,15.0,5120.350715,api.dropbox.com
163,3.0,15.0,5147.184561,settings.crashlytics.com
165,3.0,15.0,5304.281793,settings.crashlytics.com
167,3.0,15.0,5386.777876,graph.facebook.com
169,3.0,15.0,5388.757942,fbcdn-profile-a.akamaihd.net
171,3.0,15.0,5392.911316,settings.crashlytics.com
173,3.0,15.0,5558.179458,e1.whatsapp.net
175,3.0,15.0,5558.63463,settings.crashlytics.com
177,3.0,15.0,5559.671174,track.appsflyer.com
179,3.0,15.0,5561.380542,api.appsflyer.com
181,3.0,15.0,5566.610223,graph.facebook.com
183,3.0,15.0,5630.791226,track.appsflyer.com
185,3.0,15.0,5632.336969,api.appsflyer.com
187,3.0,15.0,5716.156741,settings.crashlytics.com
189,3.0,15.0,5737.05224,track.appsflyer.com
191,3.0,15.0,5987.625297,track.appsflyer.com
193,3.0,15.0,5989.012991,api.appsflyer.com
195,3.0,15.0,5996.42417,api.facebook.com
197,3.0,15.0,6048.281114,api.facebook.com
199,3.0,15.0,6102.10983,2.android.pool.ntp.org
201,3.0,15.0,6105.881497,e13.whatsapp.net
203,3.0,15.0,6145.506422,track.appsflyer.com
205,3.0,15.0,6146.860983,api.appsflyer.com
207,3.0,15.0,6168.78781,api.dropbox.com
209,3.0,15.0,6168.969626,api.dropbox.com
211,3.0,15.0,6261.687749,track.appsflyer.com
213,3.0,15.0,6329.707046,track.appsflyer.com
215,3.0,15.0,6330.960978,api.appsflyer.com
217,3.0,15.0,6423.821171,track.appsflyer.com
219,3.0,15.0,6425.393704,api.appsflyer.com
221,3.0,15.0,6434.828534,api.facebook.com
223,3.0,15.0,6527.858635,graph.facebook.com
225,3.0,15.0,6675.656554,settings.crashlytics.com
227,3.0,15.0,6677.940771,track.appsflyer.com
229,3.0,15.0,6686.664292,api.facebook.com
231,3.0,15.0,6846.299542,www.googleapis.com
233,3.0,15.0,6861.703338,api.dropbox.com
235,3.0,15.0,6871.539165,2.android.pool.ntp.org
237,3.0,15.0,6874.847836,e16.whatsapp.net
239,3.0,15.0,6921.484303,settings.crashlytics.com
241,3.0,15.0,6924.369287,track.appsflyer.com
243,3.0,15.0,6925.744915,api.appsflyer.com
245,3.0,15.0,6941.122086,api.dropbox.com
247,3.0,15.0,7039.07596,settings.crashlytics.com
249,3.0,15.0,7040.070904,track.appsflyer.com
251,3.0,15.0,7041.362208,api.appsflyer.com
253,3.0,15.0,7162.972667,settings.crashlytics.com
255,3.0,15.0,7164.223663,graph.facebook.com
257,3.0,15.0,7166.29844,track.appsflyer.com
259,3.0,15.0,7167.764618,api.appsflyer.com
261,3.0,15.0,7262.459332,settings.crashlytics.com
263,3.0,15.0,7265.73301,track.appsflyer.com
265,3.0,15.0,7267.063349,api.appsflyer.com
267,3.0,15.0,7282.885038,api.facebook.com
269,3.0,15.0,7282.965203,graph.facebook.com
271,3.0,15.0,7480.785615,settings.crashlytics.com
273,3.0,15.0,7494.973692,track.appsflyer.com
275,3.0,15.0,7496.032915,api.appsflyer.com
277,3.0,15.0,7500.731929,graph.facebook.com
279,3.0,15.0,7502.502892,api.facebook.com
281,3.0,15.0,7537.496113,up.cm.ksmobile.com
283,3.0,16.0,7626.518535,settings.crashlytics.com
285,3.0,16.0,7831.549111,settings.crashlytics.com
287,3.0,16.0,7832.375138,track.appsflyer.com
289,3.0,16.0,7833.421033,graph.facebook.com
291,3.0,16.0,7835.005596,api.appsflyer.com
293,3.0,16.0,7847.344962,api.facebook.com
295,3.0,16.0,7892.169195,track.appsflyer.com
296,3.0,16.0,7892.169394,settings.crashlytics.com
299,3.0,16.0,7914.780656,edge-mqtt.facebook.com
300,3.0,16.0,7914.780767,edge-mqtt.facebook.com
303,3.0,16.0,7916.288766,12.152.220.66.in-addr.arpa
305,3.0,16.0,7916.368886,12.152.220.66.in-addr.arpa
307,3.0,16.0,9140.548298,graph.facebook.com
309,3.0,16.0,9153.243448,m.facebook.com
311,3.0,16.0,9157.904469,fbstatic-a.akamaihd.net
313,3.0,16.0,9158.00771,urlauth.ksmobile.net
315,3.0,16.0,9164.444817,scontent.xx.fbcdn.net
317,3.0,16.0,9164.896655,edge-chat.facebook.com
319,3.0,16.0,9168.466703,fbcdn-profile-a.akamaihd.net
321,3.0,16.0,9179.938074,settings.crashlytics.com
323,3.0,16.0,9212.793391,fbstatic-a.akamaihd.net
325,3.0,16.0,9214.37432,fbcdn-photos-c-a.akamaihd.net
326,3.0,16.0,9214.454306,fbcdn-photos-h-a.akamaihd.net
327,3.0,16.0,9214.454408,fbcdn-photos-b-a.akamaihd.net
329,3.0,16.0,9214.534464,fbcdn-photos-a-a.akamaihd.net
330,3.0,16.0,9214.534536,fbcdn-photos-g-a.akamaihd.net
331,3.0,16.0,9214.534604,fbcdn-photos-e-a.akamaihd.net
332,3.0,16.0,9214.53467,fbexternal-a.akamaihd.net
339,3.0,16.0,9225.198972,m.facebook.com
341,3.0,16.0,9230.520789,api.dropbox.com
343,3.0,16.0,9230.628678,api.dropbox.com
345,3.0,16.0,9230.71245,api.dropbox.com
347,3.0,16.0,9287.46378,m.facebook.com
349,3.0,16.0,9299.304873,fbstatic-a.akamaihd.net
351,3.0,16.0,9333.18895,fbcdn-profile-a.akamaihd.net
352,3.0,16.0,9333.189041,scontent.xx.fbcdn.net
353,3.0,16.0,9333.189114,fbcdn-creative-a.akamaihd.net
354,3.0,16.0,9333.189187,fbcdn-photos-d-a.akamaihd.net
359,3.0,16.0,9337.110729,settings.crashlytics.com
361,3.0,16.0,9341.308817,api.gotinder.com
363,3.0,16.0,9341.388511,api.gotinder.com
364,3.0,16.0,9341.388625,api.gotinder.com
367,3.0,16.0,9341.468986,api.gotinder.com
369,3.0,16.0,9345.694136,clients4.google.com
371,3.0,16.0,9346.573001,api.mixpanel.com
373,3.0,16.0,9347.524659,android.clients.google.com
375,3.0,16.0,9349.056719,www.google.co.il
377,3.0,16.0,9352.712835,e.crashlytics.com
379,3.0,16.0,9353.721136,2.android.pool.ntp.org
381,3.0,16.0,9354.204951,graph.facebook.com
383,3.0,16.0,9354.447029,graph.facebook.com
385,3.0,16.0,9355.248901,b-graph.facebook.com
387,3.0,16.0,9357.477385,BCMLS2.glpals.com
388,3.0,16.0,9357.477472,supl.google.com
391,3.0,16.0,9358.814052,e7.whatsapp.net
393,3.0,16.0,9359.078063,gllto.glpals.com
395,3.0,16.0,9363.356841,m.facebook.com
397,3.0,16.0,9370.592821,etl.tindersparks.com
399,3.0,16.0,9375.276641,android.clients.google.com
401,3.0,16.0,9379.733025,images.gotinder.com
402,3.0,16.0,9379.733099,images.gotinder.com
405,3.0,16.0,9383.798656,moments-photos.gotinder.com
407,3.0,16.0,9388.618637,moments-photos.gotinder.com
410,3.0,16.0,9392.271754,settings.crashlytics.com
412,3.0,16.0,9396.777819,images.gotinder.com
414,3.0,16.0,9416.448475,api.gotinder.com
416,3.0,16.0,9419.289231,graph.facebook.com
417,3.0,16.0,9419.2893,graph.facebook.com
420,3.0,16.0,9419.385909,api.dropbox.com
421,3.0,16.0,9419.385989,api.gotinder.com
422,3.0,16.0,9419.386051,api.dropbox.com
423,3.0,16.0,9419.386124,api.dropbox.com
428,3.0,16.0,9419.849189,weather.ios.ijinshan.com
429,3.0,16.0,9419.84938,graph.facebook.com
430,3.0,16.0,9419.849511,graph.facebook.com
434,3.0,16.0,9420.017453,api.dropbox.com
435,3.0,16.0,9420.017517,api.dropbox.com
436,3.0,16.0,9420.017578,api.dropbox.com
446,3.0,16.0,9424.232504,fbcdn-profile-a.akamaihd.net
448,3.0,16.0,9449.562909,etl.tindersparks.com
450,3.0,16.0,9452.794759,etl.tindersparks.com
452,3.0,16.0,9454.472342,moments-photos.gotinder.com
454,3.0,16.0,9455.83401,etl.tindersparks.com
456,3.0,16.0,9456.586133,moments-photos.gotinder.com
459,3.0,16.0,9457.06071,etl.tindersparks.com
464,3.0,16.0,9502.527963,api.gotinder.com
466,3.0,16.0,9502.679359,api.gotinder.com
467,3.0,16.0,9502.679506,api.gotinder.com
468,3.0,16.0,9502.679635,api.gotinder.com
470,3.0,16.0,9502.679697,images.gotinder.com
474,3.0,16.0,9502.852528,api.gotinder.com
475,3.0,16.0,9502.852592,api.gotinder.com
478,3.0,16.0,9503.296566,api.gotinder.com
480,3.0,16.0,9503.702375,api.gotinder.com
482,3.0,16.0,9504.26874,images.gotinder.com
489,3.0,16.0,9517.525179,m.facebook.com
491,3.0,16.0,9517.637881,www.facebook.com
493,3.0,16.0,9522.132126,fbstatic-a.akamaihd.net
495,3.0,16.0,9522.315224,urlauth.ksmobile.net
497,3.0,16.0,9531.288466,fbcdn-profile-a.akamaihd.net
499,3.0,16.0,9531.368418,fbexternal-a.akamaihd.net
501,3.0,16.0,9531.724084,2.android.pool.ntp.org
503,3.0,16.0,9532.076501,graph.facebook.com
505,3.0,16.0,9545.077018,e16.whatsapp.net
507,3.0,16.0,9547.414634,android.clients.google.com
509,3.0,16.0,9550.613358,edge-chat.facebook.com
510,3.0,16.0,9550.613498,e16.whatsapp.net
513,3.0,16.0,9550.755508,android.clients.google.com
515,3.0,16.0,9550.856687,edge-chat.facebook.com
516,3.0,16.0,9550.856751,scontent.xx.fbcdn.net
517,3.0,16.0,9550.856888,e16.whatsapp.net
522,3.0,16.0,9551.369417,android.clients.google.com
524,3.0,16.0,9551.523121,edge-chat.facebook.com
525,3.0,16.0,9551.5232,scontent.xx.fbcdn.net
529,3.0,16.0,9551.549619,e16.whatsapp.net
531,3.0,16.0,9551.76295,android.clients.google.com
540,3.0,16.0,9561.15301,fbcdn-sphotos-d-a.akamaihd.net
542,3.0,16.0,9574.04413,api.dropbox.com
543,3.0,16.0,9574.044329,api.dropbox.com
546,3.0,16.0,9574.20532,api.dropbox.com
548,3.0,16.0,9577.828475,api.dropbox.com
549,3.0,16.0,9577.828542,api.dropbox.com
552,3.0,16.0,9577.908983,api.dropbox.com
557,3.0,16.0,9588.300868,m.facebook.com
559,3.0,16.0,9588.301337,api.facebook.com
561,3.0,16.0,9603.879764,api.facebook.com
563,3.0,16.0,9604.946769,api.facebook.com
566,3.0,16.0,9615.920251,edge-chat.facebook.com
568,3.0,16.0,9640.515198,fbstatic-a.akamaihd.net
570,3.0,16.0,9642.090909,fbcdn-profile-a.akamaihd.net
571,3.0,16.0,9642.091026,scontent.xx.fbcdn.net
572,3.0,16.0,9642.091093,fbcdn-photos-f-a.akamaihd.net
573,3.0,16.0,9642.091158,fbcdn-photos-g-a.akamaihd.net
578,3.0,16.0,9668.161257,m.facebook.com
580,3.0,16.0,9699.677813,2.android.pool.ntp.org
582,3.0,16.0,9702.552868,e8.whatsapp.net
584,3.0,16.0,9738.138575,m.facebook.com
586,3.0,16.0,9757.11748,fbcdn-profile-a.akamaihd.net
588,3.0,16.0,9757.316487,fbstatic-a.akamaihd.net
590,3.0,16.0,9770.424566,api.dropbox.com
592,3.0,16.0,9789.93843,edge-mqtt.facebook.com
594,3.0,16.0,9791.679872,prod-incoming.gryphonet.com
596,3.0,16.0,9791.876406,2.110.252.173.in-addr.arpa
598,3.0,16.0,9792.548461,68b9856f.api.splkmobile.com
600,3.0,16.0,9792.760682,68b9856f.api.splkmobile.com
602,3.0,16.0,9792.840925,www.ynet.co.il
603,3.0,16.0,9792.841004,www.ynet.co.il
606,3.0,16.0,9792.922311,www.ynet.co.il
607,3.0,16.0,9792.922392,www.ynet.co.il
608,3.0,16.0,9792.92246,api.appsee.com
609,3.0,16.0,9792.92253,130.231.215.54.in-addr.arpa
614,3.0,16.0,9793.002715,130.231.215.54.in-addr.arpa
616,3.0,16.0,9793.365427,120.106.112.50.in-addr.arpa
618,3.0,16.0,9811.612031,weather.ynet.co.il
620,3.0,16.0,9812.448253,images1.ynet.co.il
621,3.0,16.0,9812.448414,images1.ynet.co.il
624,3.0,16.0,9812.528217,images1.ynet.co.il
625,3.0,16.0,9812.528349,images1.ynet.co.il
628,3.0,16.0,9814.071712,googleads.g.doubleclick.net
629,3.0,16.0,9814.071976,pubads.g.doubleclick.net
632,3.0,16.0,9814.395888,pubads.g.doubleclick.net
634,3.0,16.0,9818.016663,frwrd.me
636,3.0,16.0,9818.556656,pagead2.googlesyndication.com
638,3.0,16.0,9818.636546,rep.erate.co.il
640,3.0,16.0,9822.838724,media.erate.co.il
642,3.0,16.0,9824.076965,csi.gstatic.com
644,3.0,16.0,9842.430846,maps.googleapis.com
646,3.0,16.0,9848.827521,weather.ynet.co.il
648,3.0,16.0,9848.988607,www.google.com
650,3.0,16.0,9861.692597,images1.ynet.co.il
652,3.0,16.0,9861.772521,images1.ynet.co.il
654,3.0,16.0,9873.270789,mediadownload.ynet.co.il
656,3.0,16.0,9889.866972,images1.ynet.co.il
658,3.0,16.0,9890.025683,images1.ynet.co.il
659,3.0,16.0,9890.025811,images1.ynet.co.il
660,3.0,16.0,9890.025946,images1.ynet.co.il
664,3.0,16.0,9891.8567,googleads.g.doubleclick.net
666,3.0,16.0,9909.595089,68b9856f.api.splkmobile.com
667,3.0,16.0,9909.595171,68b9856f.api.splkmobile.com
668,3.0,16.0,9909.595237,www.ynet.co.il
669,3.0,16.0,9909.595311,www.ynet.co.il
674,3.0,16.0,9909.680491,odb.outbrain.com
676,3.0,16.0,9910.378367,119.152.241.54.in-addr.arpa
677,3.0,16.0,9910.378443,images1.ynet.co.il
680,3.0,16.0,9910.413631,43.185.31.50.in-addr.arpa
681,3.0,16.0,9910.413712,119.152.241.54.in-addr.arpa
682,3.0,16.0,9910.413777,media.admob.com
683,3.0,16.0,9910.413847,pagead2.googlesyndication.com
688,3.0,16.0,9910.972449,podium.augmentad.net
690,3.0,16.0,9913.433373,images.outbrain.com
691,3.0,16.0,9913.433446,images.outbrain.com
694,3.0,16.0,9913.478269,images.outbrain.com
695,3.0,16.0,9913.478405,images.outbrain.com
698,3.0,16.0,9914.405165,prod-incoming.gryphonet.com
700,3.0,16.0,9918.199458,ssl.google-analytics.com
702,3.0,16.0,9928.355565,s0.2mdn.net
704,3.0,16.0,9928.435567,search.ynet.co.il
706,3.0,16.0,9930.086785,pubads.g.doubleclick.net
708,3.0,16.0,9931.606212,ynethd-i.akamaihd.net
710,3.0,16.0,9976.768797,api.dropbox.com
712,3.0,16.0,9977.227025,api.dropbox.com
714,3.0,16.0,9977.626719,api.dropbox.com
716,3.0,16.0,9982.747376,api.dropbox.com
718,3.0,16.0,9982.909224,api.dropbox.com
720,3.0,16.0,9983.116624,api.dropbox.com
725,3.0,16.0,9985.744968,2.android.pool.ntp.org
727,3.0,16.0,9990.157091,e3.whatsapp.net
729,3.0,16.0,9996.127904,ynethd-i.akamaihd.net
731,3.0,16.0,10000.206483,pubads.g.doubleclick.net
733,3.0,16.0,10007.487538,graph.facebook.com
735,3.0,16.0,10011.060598,BCMLS2.glpals.com
736,3.0,16.0,10011.140366,supl.google.com
739,3.0,16.0,10088.797905,api.dropbox.com
740,3.0,16.0,10088.798035,api.dropbox.com
741,3.0,16.0,10088.798102,api.dropbox.com
742,3.0,16.0,10088.798232,api.dropbox.com
743,3.0,16.0,10088.7983,api.dropbox.com
744,3.0,16.0,10088.798359,api.dropbox.com
751,3.0,16.0,10089.414269,api.dropbox.com
752,3.0,16.0,10089.414344,api.dropbox.com
755,3.0,16.0,10089.658279,api.dropbox.com
763,3.0,16.0,10106.027971,2.android.pool.ntp.org
765,3.0,16.0,10108.378485,e2.whatsapp.net
767,3.0,16.0,10121.248471,gllto.glpals.com
769,3.0,16.0,10147.94797,api.dropbox.com
771,3.0,16.0,10159.393598,settings.crashlytics.com
773,3.0,16.0,10190.197287,appinfocdn.ksmobile.net
775,3.0,16.0,10308.752425,settings.crashlytics.com
777,3.0,16.0,10309.263864,track.appsflyer.com
779,3.0,16.0,10310.829443,api.appsflyer.com
781,3.0,16.0,10311.235717,graph.facebook.com
783,3.0,16.0,10334.674676,api.facebook.com
785,3.0,16.0,10345.211633,2.android.pool.ntp.org
787,3.0,16.0,10348.73952,e11.whatsapp.net
789,3.0,16.0,10374.326929,api.dropbox.com
790,3.0,16.0,10374.327008,api.dropbox.com
791,3.0,16.0,10374.327076,api.dropbox.com
795,3.0,16.0,10447.744423,www.googleapis.com
797,3.0,16.0,10450.127664,e13.whatsapp.net
799,3.0,16.0,10464.682765,api.dropbox.com
801,3.0,16.0,10464.763119,api.dropbox.com
803,3.0,16.0,10472.430469,api.dropbox.com
805,3.0,16.0,10475.247008,api.dropbox.com
806,3.0,16.0,10475.247121,api.dropbox.com
812,3.0,16.0,10530.823319,api.dropbox.com
814,3.0,16.0,10568.465491,settings.crashlytics.com
816,3.0,16.0,10569.376899,track.appsflyer.com
818,3.0,16.0,10570.796768,api.appsflyer.com
820,3.0,16.0,10573.148646,graph.facebook.com
822,3.0,16.0,10594.965036,maps.googleapis.com
824,3.0,16.0,10602.281226,appinfocdn.ksmobile.net
826,3.0,16.0,10623.079908,www.facebook.com
828,3.0,16.0,10626.175643,m.facebook.com
830,3.0,16.0,10628.504537,fbstatic-a.akamaihd.net
832,3.0,16.0,10628.936774,urlauth.ksmobile.net
834,3.0,16.0,10631.224649,fbcdn-creative-a.akamaihd.net
835,3.0,16.0,10631.224729,fbcdn-profile-a.akamaihd.net
838,3.0,16.0,10632.055996,edge-chat.facebook.com
840,3.0,16.0,10642.552475,fbcdn-sphotos-d-a.akamaihd.net
842,3.0,16.0,10648.541482,scontent.xx.fbcdn.net
843,3.0,16.0,10648.541585,fbexternal-a.akamaihd.net
846,3.0,16.0,10655.020433,fbstatic-a.akamaihd.net
848,3.0,16.0,10655.051296,fbcdn-photos-g-a.akamaihd.net
849,3.0,16.0,10655.051374,fbcdn-photos-e-a.akamaihd.net
850,3.0,16.0,10655.051438,fbcdn-photos-c-a.akamaihd.net
851,3.0,16.0,10655.051504,fbcdn-sphotos-g-a.akamaihd.net
856,3.0,16.0,10662.558994,2.android.pool.ntp.org
858,3.0,16.0,10664.250781,e14.whatsapp.net
860,3.0,16.0,10674.113188,api.dropbox.com
861,3.0,16.0,10674.113318,api.dropbox.com
862,3.0,16.0,10674.113383,api.dropbox.com
866,3.0,16.0,10690.231634,m.facebook.com
868,3.0,16.0,10705.173722,edge-mqtt.facebook.com
870,3.0,16.0,10706.700921,2.100.252.173.in-addr.arpa
872,3.0,16.0,10735.748579,fbcdn-photos-g-a.akamaihd.net
874,3.0,16.0,10753.36018,m.facebook.com
876,3.0,16.0,10755.296461,scontent.xx.fbcdn.net
878,3.0,16.0,10755.376369,fbexternal-a.akamaihd.net
880,3.0,16.0,10771.658353,fbcdn-photos-e-a.akamaihd.net
882,3.0,16.0,10790.709118,2.android.pool.ntp.org
884,3.0,16.0,10792.648283,fbcdn-photos-b-a.akamaihd.net
886,3.0,16.0,10800.881261,fbcdn-sphotos-d-a.akamaihd.net
888,3.0,16.0,10807.029265,fbcdn-sphotos-b-a.akamaihd.net
890,3.0,16.0,10811.022464,api.dropbox.com
892,3.0,16.0,10811.140463,api.dropbox.com
894,3.0,16.0,10811.38117,api.dropbox.com
896,3.0,16.0,10815.217778,m.facebook.com
898,3.0,16.0,10831.136242,fbcdn-photos-c-a.akamaihd.net
899,3.0,16.0,10831.136321,fbcdn-photos-f-a.akamaihd.net
900,3.0,16.0,10831.136408,scontent.xx.fbcdn.net
904,3.0,16.0,10853.638342,edge-mqtt.facebook.com
906,3.0,16.0,10855.026925,3.112.252.173.in-addr.arpa
908,3.0,16.0,10870.885235,fbcdn-photos-h-a.akamaihd.net
909,3.0,16.0,10870.885316,fbexternal-a.akamaihd.net
912,3.0,16.0,10871.816277,fbstatic-a.akamaihd.net
914,3.0,16.0,10877.208488,m.facebook.com
916,3.0,16.0,10891.579298,api.dropbox.com
918,3.0,16.0,10891.871915,api.dropbox.com
920,3.0,16.0,10891.952306,api.dropbox.com
922,3.0,16.0,10906.592736,fbcdn-sphotos-b-a.akamaihd.net
923,3.0,16.0,10906.592883,fbcdn-photos-f-a.akamaihd.net
926,3.0,16.0,10920.764045,fbcdn-photos-g-a.akamaihd.net
928,3.0,16.0,10920.772408,fbcdn-photos-d-a.akamaihd.net
929,3.0,16.0,10920.772543,fbcdn-photos-c-a.akamaihd.net
932,3.0,16.0,10920.855268,fbcdn-photos-e-a.akamaihd.net
933,3.0,16.0,10920.855343,fbcdn-photos-b-a.akamaihd.net
936,3.0,16.0,10939.321761,m.facebook.com
938,3.0,16.0,10961.853126,fbexternal-a.akamaihd.net
940,3.0,16.0,10984.575926,fbcdn-photos-e-a.akamaihd.net
941,3.0,16.0,10984.576006,fbcdn-photos-f-a.akamaihd.net
944,3.0,16.0,10993.023467,2.android.pool.ntp.org
946,3.0,16.0,10995.262499,e9.whatsapp.net
948,3.0,16.0,10998.541142,scontent.xx.fbcdn.net
950,3.0,16.0,10998.620889,fbcdn-photos-a-a.akamaihd.net
951,3.0,16.0,10998.621051,fbcdn-photos-c-a.akamaihd.net
952,3.0,16.0,10998.621117,fbcdn-photos-d-a.akamaihd.net
956,3.0,16.0,11001.496722,m.facebook.com
958,3.0,16.0,11008.202885,edge-mqtt.facebook.com
960,3.0,16.0,11033.951845,api.dropbox.com
962,3.0,16.0,11067.262048,m.facebook.com
964,3.0,16.0,11082.252403,fbexternal-a.akamaihd.net
965,3.0,16.0,11082.252493,fbcdn-photos-d-a.akamaihd.net
966,3.0,16.0,11082.252636,scontent.xx.fbcdn.net
967,3.0,16.0,11082.252702,fbcdn-photos-e-a.akamaihd.net
972,3.0,16.0,11096.243208,fbcdn-sphotos-b-a.akamaihd.net
973,3.0,16.0,11096.243288,fbcdn-photos-h-a.akamaihd.net
976,3.0,16.0,11115.989294,fbcdn-photos-b-a.akamaihd.net
978,3.0,16.0,11128.78059,fbcdn-photos-a-a.akamaihd.net
979,3.0,16.0,11128.780663,fbstatic-a.akamaihd.net
982,3.0,18.0,15462.433081,edge-mqtt.facebook.com
984,3.0,18.0,15637.023093,play.googleapis.com
986,3.0,18.0,15653.048172,mtalk.google.com
988,3.0,18.0,15792.157105,api.dropbox.com
989,3.0,18.0,15792.196316,api.dropbox.com
992,3.0,18.0,15792.227246,api.dropbox.com
994,3.0,18.0,15860.644718,samsungvuiasr.vlingo.com
996,3.0,18.0,16263.431474,elb-p-dms-dls-ew1-1486943014.eu-west-1.elb.amazonaws.com
998,3.0,18.0,16627.255029,supl.google.com
999,3.0,18.0,16627.255099,BCMLS2.glpals.com
1002,3.0,18.0,16627.439803,graph.facebook.com
1004,3.0,18.0,16628.021922,gllto.glpals.com
1006,3.0,18.0,16629.632278,api.facebook.com
1008,3.0,18.0,16629.709375,api.facebook.com
1010,3.0,18.0,16629.901689,b-graph.facebook.com
1012,3.0,18.0,16639.198796,maps.googleapis.com
1014,3.0,18.0,16654.952444,clients4.google.com
1016,3.0,18.0,16656.76197,www.google.co.il
1018,3.0,18.0,16667.179081,2.android.pool.ntp.org
1020,3.0,18.0,16669.32383,e1.whatsapp.net
1022,3.0,18.0,16692.493662,graph.facebook.com
1024,3.0,18.0,16694.045292,api.facebook.com
1026,3.0,18.0,16707.413257,mmi601.whatsapp.net
1028,3.0,18.0,16847.06062,graph.facebook.com
1030,3.0,18.0,17227.910505,graph.facebook.com
1032,3.0,18.0,17294.878077,api.facebook.com
1034,3.0,18.0,17577.152707,graph.facebook.com
1036,3.0,18.0,17626.218104,mmi129.whatsapp.net
1038,3.0,18.0,17635.459796,mmi645.whatsapp.net
1040,3.0,18.0,17765.06881,graph.facebook.com
