,ip.dst,ip.src,udp.srcport,udp.dstport,dns.time
90,173.27.225.158,172.31.0.2,53,22019,0.000396
92,173.27.225.158,172.31.0.2,53,5758,0.021246
94,173.27.225.158,172.31.0.2,53,32739,0.01449
96,173.27.225.158,172.31.0.2,53,20612,0.000367
98,173.27.225.158,172.31.0.2,53,39206,0.000456
100,173.27.225.158,172.31.0.2,53,38377,0.000835
102,173.27.225.158,172.31.0.2,53,9677,0.000312
104,173.27.225.158,172.31.0.2,53,64413,0.049406
106,173.27.225.158,172.31.0.2,53,47985,0.000366
108,173.27.225.158,172.31.0.2,53,44743,0.000398
110,173.27.225.158,172.31.0.2,53,39510,0.000258
112,173.27.225.158,172.31.0.2,53,55995,0.00039
114,173.27.225.158,172.31.0.2,53,27789,0.001213
116,173.27.225.158,172.31.0.2,53,51479,0.000382
118,173.27.225.158,172.31.0.2,53,7233,0.328794
120,173.27.225.158,172.31.0.2,53,50650,0.000351
122,173.27.225.158,172.31.0.2,53,24167,0.000412
124,173.27.225.158,172.31.0.2,53,37462,0.036402
126,173.27.225.158,172.31.0.2,53,36584,0.000394
128,173.27.225.158,172.31.0.2,53,21674,0.057959
130,173.27.225.158,172.31.0.2,53,43097,0.000401
132,173.27.225.158,172.31.0.2,53,20050,0.057771
134,173.27.225.158,172.31.0.2,53,59748,0.053242
136,173.27.225.158,172.31.0.2,53,29882,0.000414
138,173.27.225.158,172.31.0.2,53,59736,0.000407
140,173.27.225.158,172.31.0.2,53,45245,0.000339
142,173.27.225.158,172.31.0.2,53,57490,0.00028
144,173.27.225.158,172.31.0.2,53,20652,0.000877
146,173.27.225.158,172.31.0.2,53,54420,0.000281
148,173.27.225.158,172.31.0.2,53,34303,0.077927
150,173.27.225.158,172.31.0.2,53,59049,0.006001
152,173.27.225.158,172.31.0.2,53,11432,0.000293
154,173.27.225.158,172.31.0.2,53,61216,0.013524
156,173.27.225.158,172.31.0.2,53,45005,0.000396
158,173.27.225.158,172.31.0.2,53,19305,0.01274
160,173.27.225.158,172.31.0.2,53,3681,0.000291
162,173.27.225.158,172.31.0.2,53,24715,0.00045
164,173.27.225.158,172.31.0.2,53,48464,0.000389
166,173.27.225.158,172.31.0.2,53,2469,0.037961
168,173.27.225.158,172.31.0.2,53,62506,0.000402
170,173.27.225.158,172.31.0.2,53,36682,0.000389
172,173.27.225.158,172.31.0.2,53,13478,0.00032
174,173.27.225.158,172.31.0.2,53,45473,0.000313
176,173.27.225.158,172.31.0.2,53,36216,0.000368
178,173.27.225.158,172.31.0.2,53,53907,0.000381
180,173.27.225.158,172.31.0.2,53,44580,0.000313
182,173.27.225.158,172.31.0.2,53,3155,0.001153
184,173.27.225.158,172.31.0.2,53,10392,0.048892
186,173.27.225.158,172.31.0.2,53,56448,0.083442
188,173.27.225.158,172.31.0.2,53,31268,0.00102
190,173.27.225.158,172.31.0.2,53,48466,0.000395
192,173.27.225.158,172.31.0.2,53,46431,0.000421
194,173.27.225.158,172.31.0.2,53,14310,0.000332
196,173.27.225.158,172.31.0.2,53,56491,0.000306
198,173.27.225.158,172.31.0.2,53,26588,0.000965
200,173.27.225.158,172.31.0.2,53,9370,0.035775
202,173.27.225.158,172.31.0.2,53,46313,0.000436
204,173.27.225.158,172.31.0.2,53,47165,0.05735
206,173.27.225.158,172.31.0.2,53,43928,0.060671
208,173.27.225.158,172.31.0.2,53,38204,0.037339
210,173.27.225.158,172.31.0.2,53,41406,0.000502
212,173.27.225.158,172.31.0.2,53,35859,0.000314
214,173.27.225.158,172.31.0.2,53,44229,0.067276
216,173.27.225.158,172.31.0.2,53,6783,0.105983
218,173.27.225.158,172.31.0.2,53,36526,0.057241
220,173.27.225.158,172.31.0.2,53,31190,0.037138
222,173.27.225.158,172.31.0.2,53,24877,0.000452
224,173.27.225.158,172.31.0.2,53,32553,0.000388
226,173.27.225.158,172.31.0.2,53,59501,0.000323
228,173.27.225.158,172.31.0.2,53,39193,0.000403
230,173.27.225.158,172.31.0.2,53,61697,0.000282
232,173.27.225.158,172.31.0.2,53,40650,0.000408
234,173.27.225.158,172.31.0.2,53,3414,0.012831
236,173.27.225.158,172.31.0.2,53,9822,0.000354
238,173.27.225.158,172.31.0.2,53,30019,0.000334
240,173.27.225.158,172.31.0.2,53,1839,0.00039
242,173.27.225.158,172.31.0.2,53,29797,0.060757
244,173.27.225.158,172.31.0.2,53,27998,0.04767
246,173.27.225.158,172.31.0.2,53,1430,0.012213
248,173.27.225.158,172.31.0.2,53,29477,0.000264
250,173.27.225.158,172.31.0.2,53,5184,0.000277
252,173.27.225.158,172.31.0.2,53,30293,0.000283
254,173.27.225.158,172.31.0.2,53,35261,0.047375
256,173.27.225.158,172.31.0.2,53,32429,0.000246
258,173.27.225.158,172.31.0.2,53,4583,0.057323
260,173.27.225.158,172.31.0.2,53,40421,0.056597
262,173.27.225.158,172.31.0.2,53,51095,0.000334
264,173.27.225.158,172.31.0.2,53,46223,0.045629
266,173.27.225.158,172.31.0.2,53,39039,0.078201
268,173.27.225.158,172.31.0.2,53,18044,0.000297
270,173.27.225.158,172.31.0.2,53,20337,0.000347
272,173.27.225.158,172.31.0.2,53,51301,0.057469
274,173.27.225.158,172.31.0.2,53,60100,0.000349
276,173.27.225.158,172.31.0.2,53,2411,0.00025
278,173.27.225.158,172.31.0.2,53,28466,0.000411
280,173.27.225.158,172.31.0.2,53,24296,0.0003
282,173.27.225.158,172.31.0.2,53,26665,0.012923
284,173.27.225.158,172.31.0.2,53,6243,0.04811
286,173.27.225.158,172.31.0.2,53,63623,0.000281
288,173.27.225.158,172.31.0.2,53,29812,0.000377
290,173.27.225.158,172.31.0.2,53,37912,0.000378
292,173.27.225.158,172.31.0.2,53,62725,0.000253
294,173.27.225.158,172.31.0.2,53,34221,0.000954
297,173.27.225.158,172.31.0.2,53,63041,0.035765
298,173.27.225.158,172.31.0.2,53,2760,0.05102
301,173.27.225.158,172.31.0.2,53,34441,0.000178
302,173.27.225.158,172.31.0.2,53,31828,0.000336
304,173.27.225.158,172.31.0.2,53,25286,0.000319
306,173.27.225.158,172.31.0.2,53,16535,0.00032
308,173.27.225.158,172.31.0.2,53,37797,0.000418
310,173.27.225.158,172.31.0.2,53,8385,0.012353
312,173.27.225.158,172.31.0.2,53,28553,0.00107
314,173.27.225.158,172.31.0.2,53,61409,0.052225
316,173.27.225.158,172.31.0.2,53,54300,0.000266
318,173.27.225.158,172.31.0.2,53,39377,0.000353
320,173.27.225.158,172.31.0.2,53,11490,0.000333
322,173.27.225.158,172.31.0.2,53,45884,0.000304
324,173.27.225.158,172.31.0.2,53,59621,0.001172
328,173.27.225.158,172.31.0.2,53,17431,0.009146
333,173.27.225.158,172.31.0.2,53,52039,0.002245
334,173.27.225.158,172.31.0.2,53,7959,0.010443
335,173.27.225.158,172.31.0.2,53,15044,0.028694
336,173.27.225.158,172.31.0.2,53,27042,0.058876
337,173.27.225.158,172.31.0.2,53,45477,0.235374
338,173.27.225.158,172.31.0.2,53,60079,0.158532
340,173.27.225.158,172.31.0.2,53,7792,0.00074
342,173.27.225.158,172.31.0.2,53,61765,0.024671
344,173.27.225.158,172.31.0.2,53,27282,0.000332
346,173.27.225.158,172.31.0.2,53,48872,0.000331
348,173.27.225.158,172.31.0.2,53,58902,0.00039
350,173.27.225.158,172.31.0.2,53,20168,0.000365
355,173.27.225.158,172.31.0.2,53,4850,0.000247
356,173.27.225.158,172.31.0.2,53,47399,0.000381
357,173.27.225.158,172.31.0.2,53,25258,0.007708
358,173.27.225.158,172.31.0.2,53,19108,0.017159
360,173.27.225.158,172.31.0.2,53,1163,0.000347
362,173.27.225.158,172.31.0.2,53,59088,0.074261
365,173.27.225.158,172.31.0.2,53,31568,0.000362
366,173.27.225.158,172.31.0.2,53,24789,0.000284
368,173.27.225.158,172.31.0.2,53,47464,0.000284
370,173.27.225.158,172.31.0.2,53,18475,0.000365
372,173.27.225.158,172.31.0.2,53,30030,0.000386
374,173.27.225.158,172.31.0.2,53,39403,0.000347
376,173.27.225.158,172.31.0.2,53,10007,0.000362
378,173.27.225.158,172.31.0.2,53,8901,0.012786
380,173.27.225.158,172.31.0.2,53,65003,0.025347
382,173.27.225.158,172.31.0.2,53,46469,0.000798
384,173.27.225.158,172.31.0.2,53,24660,0.000364
386,173.27.225.158,172.31.0.2,53,6102,0.000334
389,173.27.225.158,172.31.0.2,53,41740,0.002611
390,173.27.225.158,172.31.0.2,53,16928,0.151143
392,173.27.225.158,172.31.0.2,53,15013,0.000421
394,173.27.225.158,172.31.0.2,53,58396,0.230965
396,173.27.225.158,172.31.0.2,53,38174,0.000357
398,173.27.225.158,172.31.0.2,53,46076,0.036517
400,173.27.225.158,172.31.0.2,53,33347,0.002783
403,173.27.225.158,172.31.0.2,53,62051,0.019297
404,173.27.225.158,172.31.0.2,53,10867,0.019448
406,173.27.225.158,172.31.0.2,53,1956,0.019696
408,173.27.225.158,172.31.0.2,53,1956,0.000413
409,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,1956,3.652398
411,173.27.225.158,172.31.0.2,53,42991,0.000248
413,173.27.225.158,172.31.0.2,53,17890,0.00231
415,173.27.225.158,172.31.0.2,53,1030,0.012859
418,173.27.225.158,172.31.0.2,53,48529,0.01979
419,173.27.225.158,172.31.0.2,53,52351,0.019801
424,173.27.225.158,172.31.0.2,53,1030,0.000288
425,173.27.225.158,172.31.0.2,53,49343,0.01639
426,173.27.225.158,172.31.0.2,53,10901,0.016296
427,173.27.225.158,172.31.0.2,53,3871,0.016325
431,173.27.225.158,172.31.0.2,53,52351,0.000428
432,173.27.225.158,172.31.0.2,53,48529,0.000341
433,173.27.225.158,172.31.0.2,53,40700,0.079675
437,173.27.225.158,172.31.0.2,53,3871,0.000404
438,173.27.225.158,172.31.0.2,53,49343,0.000574
439,173.27.225.158,172.31.0.2,53,10901,0.000548
440,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,1030,0.992537
441,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,52351,0.86365
442,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,48529,0.863582
443,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,3871,0.775267
444,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,49343,0.77546
445,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,10901,0.775459
447,173.27.225.158,172.31.0.2,53,47295,0.001023
449,173.27.225.158,172.31.0.2,53,55268,0.012775
451,173.27.225.158,172.31.0.2,53,55268,0.000317
453,173.27.225.158,172.31.0.2,53,10638,0.002191
455,173.27.225.158,172.31.0.2,53,56174,0.00032
457,173.27.225.158,172.31.0.2,53,10638,0.000361
458,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,55268,4.18578
460,173.27.225.158,172.31.0.2,53,56174,0.000265
461,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,55268,4.316861
462,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,10638,0.715314
463,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,56174,0.321837
465,173.27.225.158,172.31.0.2,53,50915,0.013025
469,173.27.225.158,172.31.0.2,53,54344,0.000296
471,173.27.225.158,172.31.0.2,53,37439,0.000209
472,173.27.225.158,172.31.0.2,53,25947,0.000226
473,173.27.225.158,172.31.0.2,53,12452,0.002543
476,173.27.225.158,172.31.0.2,53,50915,0.000271
477,173.27.225.158,172.31.0.2,53,54344,0.000314
479,173.27.225.158,172.31.0.2,53,37439,0.000321
481,173.27.225.158,172.31.0.2,53,25947,0.000346
483,173.27.225.158,172.31.0.2,53,12452,0.000326
484,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,50915,1.537395
485,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,54344,1.615956
486,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,37439,1.172447
487,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,25947,0.84724
488,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,12452,0.281061
490,173.27.225.158,172.31.0.2,53,37412,0.00045
492,173.27.225.158,172.31.0.2,53,42875,0.000352
494,173.27.225.158,172.31.0.2,53,45797,0.012424
496,173.27.225.158,172.31.0.2,53,27728,0.054765
498,173.27.225.158,172.31.0.2,53,55949,0.000822
500,173.27.225.158,172.31.0.2,53,55890,0.002019
502,173.27.225.158,172.31.0.2,53,23097,0.029864
504,173.27.225.158,172.31.0.2,53,59002,0.00033
506,173.27.225.158,172.31.0.2,53,29557,0.000377
508,173.27.225.158,172.31.0.2,53,3075,0.000364
511,173.27.225.158,172.31.0.2,53,51522,0.000306
512,173.27.225.158,172.31.0.2,53,29557,0.000214
514,173.27.225.158,172.31.0.2,53,3075,0.000273
518,173.27.225.158,172.31.0.2,53,51522,0.000259
519,173.27.225.158,172.31.0.2,53,47191,0.00028
520,173.27.225.158,172.31.0.2,53,54329,0.000196
521,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,29557,0.636816
523,173.27.225.158,172.31.0.2,53,61417,0.000343
526,173.27.225.158,172.31.0.2,53,47191,0.000227
527,173.27.225.158,172.31.0.2,53,2129,0.000347
528,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,3075,0.768186
530,173.27.225.158,172.31.0.2,53,54329,0.000221
532,173.27.225.158,172.31.0.2,53,61417,0.000312
533,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,51522,0.986668
534,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,29557,1.229981
535,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,3075,1.088166
536,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,51522,1.764055
537,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,47191,1.429867
538,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,54329,1.424527
539,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,61417,1.536011
541,173.27.225.158,172.31.0.2,53,17543,0.012211
544,173.27.225.158,172.31.0.2,53,59988,0.013605
545,173.27.225.158,172.31.0.2,53,40908,0.01348
547,173.27.225.158,172.31.0.2,53,53287,0.000333
550,173.27.225.158,172.31.0.2,53,40908,0.000292
551,173.27.225.158,172.31.0.2,53,59988,0.000395
553,173.27.225.158,172.31.0.2,53,53287,0.000363
554,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,40908,7.905157
555,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,59988,7.984923
556,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,53287,7.985639
558,173.27.225.158,172.31.0.2,53,23828,0.00026
560,173.27.225.158,172.31.0.2,53,25101,0.000257
562,173.27.225.158,172.31.0.2,53,1233,0.000407
564,173.27.225.158,172.31.0.2,53,1233,0.000252
565,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,1233,1.843444
567,173.27.225.158,172.31.0.2,53,11756,0.00029
569,173.27.225.158,172.31.0.2,53,54991,0.001498
574,173.27.225.158,172.31.0.2,53,32064,0.000234
575,173.27.225.158,172.31.0.2,53,40214,0.002919
576,173.27.225.158,172.31.0.2,53,57459,0.007923
577,173.27.225.158,172.31.0.2,53,3683,0.020816
579,173.27.225.158,172.31.0.2,53,48594,0.000412
581,173.27.225.158,172.31.0.2,53,62762,0.026985
583,173.27.225.158,172.31.0.2,53,8930,0.00039
585,173.27.225.158,172.31.0.2,53,46102,0.000319
587,173.27.225.158,172.31.0.2,53,62456,0.000353
589,173.27.225.158,172.31.0.2,53,54656,0.014748
591,173.27.225.158,172.31.0.2,53,48738,0.000831
593,173.27.225.158,172.31.0.2,53,59388,0.000393
595,173.27.225.158,172.31.0.2,53,15192,0.022067
597,173.27.225.158,172.31.0.2,53,51028,0.000339
599,173.27.225.158,172.31.0.2,53,38958,0.012799
601,173.27.225.158,172.31.0.2,53,4980,0.000316
604,173.27.225.158,172.31.0.2,53,37269,0.007321
605,173.27.225.158,172.31.0.2,53,6176,0.007323
610,173.27.225.158,172.31.0.2,53,6310,0.000281
611,173.27.225.158,172.31.0.2,53,54838,0.00033
612,173.27.225.158,172.31.0.2,53,62012,0.002106
613,173.27.225.158,172.31.0.2,53,49275,0.0571
615,173.27.225.158,172.31.0.2,53,35486,0.000307
617,173.27.225.158,172.31.0.2,53,29579,0.002162
619,173.27.225.158,172.31.0.2,53,15374,0.009691
622,173.27.225.158,172.31.0.2,53,49738,0.004789
623,173.27.225.158,172.31.0.2,53,46198,0.004708
626,173.27.225.158,172.31.0.2,53,49405,0.000341
627,173.27.225.158,172.31.0.2,53,22431,0.000255
630,173.27.225.158,172.31.0.2,53,23013,0.001035
631,173.27.225.158,172.31.0.2,53,48508,0.000831
633,173.27.225.158,172.31.0.2,53,51135,0.000285
635,173.27.225.158,172.31.0.2,53,1320,0.024521
637,173.27.225.158,172.31.0.2,53,26447,0.000869
639,173.27.225.158,172.31.0.2,53,44357,0.092143
641,173.27.225.158,172.31.0.2,53,14375,0.135342
643,173.27.225.158,172.31.0.2,53,8685,0.001024
645,173.27.225.158,172.31.0.2,53,22686,0.001005
647,173.27.225.158,172.31.0.2,53,9174,0.002182
649,173.27.225.158,172.31.0.2,53,4212,0.000378
651,173.27.225.158,172.31.0.2,53,58353,0.002188
653,173.27.225.158,172.31.0.2,53,57467,0.00036
655,173.27.225.158,172.31.0.2,53,35701,0.00741
657,173.27.225.158,172.31.0.2,53,20684,0.002165
661,173.27.225.158,172.31.0.2,53,51793,0.000325
662,173.27.225.158,172.31.0.2,53,40509,0.00024
663,173.27.225.158,172.31.0.2,53,10883,0.000213
665,173.27.225.158,172.31.0.2,53,33451,0.000834
670,173.27.225.158,172.31.0.2,53,41892,0.001957
671,173.27.225.158,172.31.0.2,53,58066,0.002068
672,173.27.225.158,172.31.0.2,53,64583,0.027393
673,173.27.225.158,172.31.0.2,53,14937,0.027554
675,173.27.225.158,172.31.0.2,53,13071,0.051098
678,173.27.225.158,172.31.0.2,53,46459,0.000449
679,173.27.225.158,172.31.0.2,53,42146,0.002209
684,173.27.225.158,172.31.0.2,53,51593,0.000316
685,173.27.225.158,172.31.0.2,53,20734,0.000306
686,173.27.225.158,172.31.0.2,53,56576,0.002863
687,173.27.225.158,172.31.0.2,53,58825,0.192138
689,173.27.225.158,172.31.0.2,53,60901,0.013789
692,173.27.225.158,172.31.0.2,53,48937,0.006579
693,173.27.225.158,172.31.0.2,53,23586,0.006725
696,173.27.225.158,172.31.0.2,53,29791,0.000389
697,173.27.225.158,172.31.0.2,53,43342,0.000294
699,173.27.225.158,172.31.0.2,53,14772,0.021938
701,173.27.225.158,172.31.0.2,53,44822,0.000821
703,173.27.225.158,172.31.0.2,53,13585,0.00179
705,173.27.225.158,172.31.0.2,53,14057,0.006313
707,173.27.225.158,172.31.0.2,53,23841,0.000919
709,173.27.225.158,172.31.0.2,53,49316,0.016549
711,173.27.225.158,172.31.0.2,53,6827,0.025413
713,173.27.225.158,172.31.0.2,53,7921,0.000355
715,173.27.225.158,172.31.0.2,53,42537,0.000355
717,173.27.225.158,172.31.0.2,53,6827,0.0004
719,173.27.225.158,172.31.0.2,53,7921,0.000315
721,173.27.225.158,172.31.0.2,53,42537,0.000371
722,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,6827,2.225651
723,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,7921,2.063983
724,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,42537,1.964276
726,173.27.225.158,172.31.0.2,53,19012,0.000299
728,173.27.225.158,172.31.0.2,53,64806,0.000355
730,173.27.225.158,172.31.0.2,53,42642,0.002154
732,173.27.225.158,172.31.0.2,53,31261,0.00104
734,173.27.225.158,172.31.0.2,53,43155,0.00033
737,173.27.225.158,172.31.0.2,53,20286,0.002282
738,173.27.225.158,172.31.0.2,53,55949,0.14926
745,173.27.225.158,172.31.0.2,53,44962,0.012815
746,173.27.225.158,172.31.0.2,53,26376,0.012823
747,173.27.225.158,172.31.0.2,53,6944,0.012797
748,173.27.225.158,172.31.0.2,53,26376,0.012891
749,173.27.225.158,172.31.0.2,53,44962,0.013009
750,173.27.225.158,172.31.0.2,53,6944,0.01292
753,173.27.225.158,172.31.0.2,53,22551,0.00031
754,173.27.225.158,172.31.0.2,53,35206,0.000274
756,173.27.225.158,172.31.0.2,53,36322,0.000439
757,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,44962,1.382308
758,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,26376,1.568859
759,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,6944,1.917755
760,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,26376,1.91793
761,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,44962,1.918059
762,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,6944,1.917991
764,173.27.225.158,172.31.0.2,53,33603,0.020717
766,173.27.225.158,172.31.0.2,53,22164,0.000404
768,173.27.225.158,172.31.0.2,53,12731,0.26281
770,173.27.225.158,172.31.0.2,53,61713,0.000322
772,173.27.225.158,172.31.0.2,53,43839,0.000361
774,173.27.225.158,172.31.0.2,53,38943,0.085652
776,173.27.225.158,172.31.0.2,53,7650,0.037118
778,173.27.225.158,172.31.0.2,53,25289,0.076528
780,173.27.225.158,172.31.0.2,53,38286,0.108409
782,173.27.225.158,172.31.0.2,53,26883,0.000387
784,173.27.225.158,172.31.0.2,53,20235,0.000354
786,173.27.225.158,172.31.0.2,53,42954,0.000736
788,173.27.225.158,172.31.0.2,53,58480,0.013799
792,173.27.225.158,172.31.0.2,53,42296,0.024829
793,173.27.225.158,172.31.0.2,53,49194,0.024726
794,173.27.225.158,172.31.0.2,53,5758,0.02483
796,173.27.225.158,172.31.0.2,53,54203,0.000359
798,173.27.225.158,172.31.0.2,53,34293,0.000395
800,173.27.225.158,172.31.0.2,53,1930,0.001023
802,173.27.225.158,172.31.0.2,53,37191,0.000467
804,173.27.225.158,172.31.0.2,53,24971,0.000356
807,173.27.225.158,172.31.0.2,53,37191,0.000397
808,173.27.225.158,172.31.0.2,53,24971,0.000328
809,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,24971,4.448744
810,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,37191,4.449173
811,172.31.0.2~173.27.225.158,173.27.225.158~172.31.0.2,53,24971,4.449122
813,173.27.225.158,172.31.0.2,53,15885,0.000867
815,173.27.225.158,172.31.0.2,53,31672,0.00042
817,173.27.225.158,172.31.0.2,53,57649,0.057449
819,173.27.225.158,172.31.0.2,53,56080,0.076836
821,173.27.225.158,172.31.0.2,53,32888,0.000375
823,173.27.225.158,172.31.0.2,53,39408,0.000302
825,173.27.225.158,172.31.0.2,53,46599,0.084198
827,173.27.225.158,172.31.0.2,53,1245,0.000415
829,173.27.225.158,172.31.0.2,53,8625,0.000938
831,173.27.225.158,172.31.0.2,53,25700,0.000408
833,173.27.225.158,172.31.0.2,53,33185,0.057008
836,173.27.225.158,172.31.0.2,53,57188,0.000497
837,173.27.225.158,172.31.0.2,53,18018,0.004164
839,173.27.225.158,172.31.0.2,53,7792,0.000332
841,173.27.225.158,172.31.0.2,53,57170,0.002501
844,173.27.225.158,172.31.0.2,53,56803,0.000377
845,173.27.225.158,172.31.0.2,53,31633,0.012244
847,173.27.225.158,172.31.0.2,53,50194,0.000368
852,173.27.225.158,172.31.0.2,53,28086,0.000337
853,173.27.225.158,172.31.0.2,53,28240,0.008932
854,173.27.225.158,172.31.0.2,53,16257,0.009717
855,173.27.225.158,172.31.0.2,53,5653,0.011962
857,173.27.225.158,172.31.0.2,53,7065,0.000373
859,173.27.225.158,172.31.0.2,53,2028,0.000328
863,173.27.225.158,172.31.0.2,53,44689,0.025044
864,173.27.225.158,172.31.0.2,53,23913,0.02504
865,173.27.225.158,172.31.0.2,53,37218,0.025283
867,173.27.225.158,172.31.0.2,53,19495,0.000359
869,173.27.225.158,172.31.0.2,53,54911,0.000321
871,173.27.225.158,172.31.0.2,53,4650,0.000343
873,173.27.225.158,172.31.0.2,53,47130,0.002349
875,173.27.225.158,172.31.0.2,53,32167,0.000395
877,173.27.225.158,172.31.0.2,53,19333,0.021509
879,173.27.225.158,172.31.0.2,53,55690,0.035491
881,173.27.225.158,172.31.0.2,53,57377,0.002435
883,173.27.225.158,172.31.0.2,53,26505,0.025783
885,173.27.225.158,172.31.0.2,53,18779,0.075137
887,173.27.225.158,172.31.0.2,53,63201,0.024189
889,173.27.225.158,172.31.0.2,53,4709,0.014142
891,173.27.225.158,172.31.0.2,53,36451,0.038457
893,173.27.225.158,172.31.0.2,53,37147,0.000396
895,173.27.225.158,172.31.0.2,53,47440,0.000476
897,173.27.225.158,172.31.0.2,53,7304,0.000332
901,173.27.225.158,172.31.0.2,53,18399,0.000299
902,173.27.225.158,172.31.0.2,53,26847,0.002474
903,173.27.225.158,172.31.0.2,53,38684,0.003355
